ArticleNo|RawParagraph|Prediction
16.0|ε. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ  (ΠΙΝΕΠ Δυτικής Ελλάδος) μεταφέρεται στον υφιστάμενο  κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Δυτικής  Ελλάδος).|Positions
16.0|στ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ Δυτικής Μακεδονίας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Δυτικής  Μακεδονίας).|Positions
16.0|ζ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ Ηπείρου) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ  Διοικητικού Οικονομικού (ΠΙΝΕΠ Ηπείρου).|Positions
16.0|η. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Θεσσαλίας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ  Θεσσαλίας) θ. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ  (ΠΙΝΕΠ Δυτικής Μακεδονίας) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ  Ιονίων Νήσων).|Positions
16.0|ι. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ  (ΠΙΝΕΠ Νοτίου Αιγαίου) μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού – Οικονομικού (ΠΙΝΕΠ Νοτίου  Αιγαίου).|Positions
16.0|ια. Μια (1) κενή θέση κλάδου ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ανατολικής Μακεδονίας και Θράκης)  μεταφέρεται στον υφιστάμενο κλάδο ΠΕ Διοικητικού  – Οικονομικού ΠΙΝΕΠΘ ιβ. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ  (ΠΙΝΕΠ Ιοινίων Νήσων) μεταφέρεται στον κλάδο ΠΕ Διοικητικού – Οικονομικού (Στερεάς Ελλάδος).|Positions
16.0|2. Στον Κλάδο ΠΕ Ιατρών συνιστώνται δυο (2) θέσεις,  μέσω αναδιάρθρωσης θέσεων και ειδικότερα από μεταφορά δυο (2) κενών οργανικών θέσεων του κλάδου ΥΕ  Προσωπικού Καθαριότητος (Κεντρική Υπηρεσία).|Positions
16.0|3. Στον Κλάδο ΠΕ Βιβλιοθηκονόμων συνιστάται μια (1)  θέση, μέσω αναδιάρθρωσης θέσεων και ειδικότερα από  μεταφορά μιας κενής οργανικής θέσης του κλάδου ΥΕ  Προσωπικού Καθαριότητος (Κεντρική Υπηρεσία).|Positions
16.0|4. Στον Κλάδο ΤΕ Διοικητικού−Λογιστικού μεταφέρονται οι εξής θέσεις:|Positions
16.0|ΦΕΚ 17 α. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/ Υ (Κεντρική Υπηρεσία) μεταφέρεται στον υφιστάμενο  κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ανατολικής  Μακεδονίας και Θράκης).|Positions
16.0|β. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ  Πελοποννήσου) μεταφέρεται στον υφιστάμενο κλάδο ΤΕ  Διοικητικού – Λογιστικού (ΠΙΝΕΠ Πελοποννήσου).|Positions
16.0|γ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Στερεάς Ελλάδος) μεταφέρεται στον  υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ  Στερεάς Ελλάδος) δ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ  Βορείου Αιγαίου) μεταφέρεται στον υφιστάμενο κλάδο  ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Βορείου Αιγαίου).|Positions
16.0|ε. Μια (1) κενή θέση του κλάδου ΔΕ Προσωπικού Η/Υ  (ΠΙΝΕΠ Στερεάς Ελλάδος) και μια (1) υφιστάμενη κενή  θέση του κλάδου ΔΕ Τεχνικός με ειδικότητα Ηλεκτρονικών (Κεντρική Υπηρεσία) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής  Ελλάδος).|Positions
16.0|στ. Δυο (2) κενές θέσεις του κλάδου ΔΕ Τεχνικός με  ειδικότητα Ηλεκτρονικών (Κεντρική Υπηρεσία) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής Μακεδονίας).|Positions
16.0|ζ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητος (ΠΙΝΕΠ Ηπείρου) μεταφέρεται στον υφιστάμενο  κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ηπείρου).|Positions
16.0|η. Μια (1) κενή θέση του κλάδου ΔΕ Ηλεκτρολογικών  Εγκαταστάσεων (Κεντρική Υπηρεσία) μεταφέρεται στον  υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ  Θεσσαλίας).|Positions
16.0|θ. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ  Ιονίων Νήσων) μεταφέρεται στον υφιστάμενο κλάδο ΤΕ  Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ιονίων Νήσων).|Positions
16.0|ι. Δυο (2) κενές θέσεις του κλάδου ΥΕ Προσωπικού  Καθαριότητος (ΠΙΝΕΠ Κρήτης) μεταφέρονται στον  υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ  Κρήτης).|Positions
16.0|ια. Μια (1) κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠ  Νοτίου Αιγαίου) μεταφέρεται στον υφιστάμενο κλάδο  ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Νοτίου Αιγαίου).|Positions
16.0|ιβ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητος (ΠΙΝΕΠ Θεσσαλίας) και μια (1) υφιστάμενη  κενή θέση του κλάδου ΥΕ Επιμελητών (ΠΙΝΕΠΘ) μεταφέρονται στον υφιστάμενο κλάδο ΤΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠΘ).|Positions
16.0|5. Στον Κλάδο ΔΕ Διοικητικού−Λογιστικού μεταφέρονται οι εξής θέσεις:|Positions
16.0|α. Μια (1) κενή θέση κλάδου ΥΕ Προσωπικού Καθαριότητας (Κεντρική Υπηρεσία) μεταφέρεται στον υφιστάμενο κλάδο ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Δυτικής  Ελλάδος).|Positions
16.0|β. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (Κεντρική Υπηρεσία) μεταφέρεται στον  υφιστάμενο κλάδο ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ  Δυτικής Μακεδονίας).|Positions
16.0|γ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Ηπείρου) μεταφέρεται στον υφιστάμενο  κλάδο ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ Ηπείρου).|Positions
16.0|δ. Μια (1) κενή θέση του κλάδου ΥΕ Προσωπικού Καθαριότητας (ΠΙΝΕΠ Νοτίου Αιγαίου) μεταφέρεται στον  υφιστάμενο κλάδο ΔΕ Διοικητικού – Λογιστικού (ΠΙΝΕΠ  Θεσσαλίας).|Positions
